image,digital annotation,handwritten annotation,forged,forgery annotations,format,mode,bytes,width,height,horizontal_resolution,vertical_resolution,bit_depth,aspect_ratio,has_alpha,exif_orientation,blur_laplacian_var,brightness_mean,contrast_std,brightness_min,brightness_max
X00016469622.png,True,True,True,"{'filename': 'X00016469622.png', 'size': 230726, 'regions': [{'shape_attributes': {'name': 'rect', 'x': 248, 'y': 459, 'width': 13, 'height': 18}, 'region_attributes': {'Modified area': {'CPI': True}, 'Entity type': 'Product', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 405, 'y': 342, 'width': 13, 'height': 17}, 'region_attributes': {'Modified area': {'None': True}, 'Original area': 'yes', 'Entity type': 'Metadata'}}, {'shape_attributes': {'name': 'rect', 'x': 345, 'y': 461, 'width': 9, 'height': 16}, 'region_attributes': {'Modified area': {'CPI': True}, 'Entity type': 'Product', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 347, 'y': 510, 'width': 8, 'height': 16}, 'region_attributes': {'Modified area': {'CPI': True}, 'Entity type': 'Product', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 344, 'y': 547, 'width': 10, 'height': 16}, 'region_attributes': {'Modified area': {'CPI': True}, 'Entity type': 'Total/payment', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 343, 'y': 657, 'width': 12, 'height': 18}, 'region_attributes': {'Modified area': {'CPI': True}, 'Entity type': 'Total/payment', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 266, 'y': 812, 'width': 12, 'height': 20}, 'region_attributes': {'Modified area': {'CPI': True}, 'Entity type': 'Total/payment', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 268, 'y': 845, 'width': 9, 'height': 17}, 'region_attributes': {'Modified area': {'CPI': True}, 'Entity type': 'Total/payment', 'Original area': 'no'}}], 'file_attributes': {'Software used': 'paint'}}",PNG,RGBA,230726,461,933,149.987,149.987,32,0.4941050375133976,True,,25932.201171875,245.97364807128906,33.37504577636719,0.0,255.0
X00016469623.png,True,True,False,0,PNG,RGB,402571,463,1026,149.987,149.987,24,0.4512670565302144,False,,10912.71875,245.97813415527344,24.791536331176758,0.0,255.0
X00016469670.png,True,True,False,0,PNG,RGB,293119,463,894,149.987,149.987,24,0.5178970917225951,False,,42662.07421875,240.5238037109375,43.479557037353516,0.0,255.0
X00016469671.png,True,True,False,0,PNG,RGB,239186,463,776,149.987,149.987,24,0.5966494845360825,False,,39481.19921875,241.79470825195312,41.31365203857422,0.0,255.0
X00016469672.png,True,True,False,0,PNG,RGB,394694,457,1170,149.987,149.987,24,0.3905982905982906,False,,50552.421875,240.07901000976562,44.43876647949219,0.0,255.0
X51005200938.png,False,True,False,0,PNG,L,32913,992,1403,,,8,0.707056307911618,False,,62346.609375,250.478515625,33.63631057739258,0.0,255.0
X51005230617.png,False,True,True,"{'filename': 'X51005230617.png', 'size': 796726, 'regions': [{'shape_attributes': {'name': 'rect', 'x': 449, 'y': 1043, 'width': 30, 'height': 32}, 'region_attributes': {'Modified area': {'CPI': True, 'CUT': True}, 'Entity type': 'Total/payment', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 464, 'y': 814, 'width': 27, 'height': 32}, 'region_attributes': {'Modified area': {'None': True}, 'Original area': 'yes', 'Entity type': 'Product'}}], 'file_attributes': {'Software used': 'paint3d'}}",PNG,RGBA,796726,604,1716,95.96119999999999,95.96119999999999,32,0.351981351981352,True,,16835.61328125,239.63394165039062,43.9984130859375,0.0,255.0
X51005230621.png,False,False,False,0,PNG,RGB,1220099,593,1769,,,24,0.3352176370830978,False,,6795.51513671875,210.46444702148438,50.583438873291016,0.0,255.0
X51005230648.png,False,True,False,0,PNG,RGB,677579,620,880,,,24,0.7045454545454546,False,,22134.16015625,221.955078125,57.09621810913086,0.0,255.0
X51005230659.png,False,False,False,0,PNG,RGB,781241,584,1024,,,24,0.5703125,False,,5269.05615234375,219.2861328125,25.023090362548828,0.0,255.0
X51005255805.png,False,False,False,0,PNG,RGB,1878080,873,1656,,,24,0.5271739130434783,False,,17180.599609375,180.63229370117188,48.61170196533203,0.0,255.0
X51005268200.png,False,True,False,0,PNG,RGB,2126811,752,2214,,,24,0.33965672990063234,False,,19030.138671875,190.68528747558594,47.854251861572266,0.0,255.0
X51005268262.png,False,False,False,0,PNG,RGB,1291534,747,1412,,,24,0.5290368271954674,False,,23345.73046875,197.030517578125,45.795291900634766,0.0,255.0
X51005268400.png,False,False,False,0,PNG,RGB,1469885,807,1390,,,24,0.5805755395683453,False,,26337.978515625,180.18678283691406,48.778411865234375,0.0,255.0
X51005268472.png,False,False,False,0,PNG,RGB,1974601,780,2044,,,24,0.3816046966731898,False,,27394.96484375,182.91265869140625,45.43088150024414,0.0,255.0
X51005301659.png,False,False,False,0,PNG,RGB,1291534,747,1412,,,24,0.5290368271954674,False,,23345.73046875,197.030517578125,45.795291900634766,0.0,255.0
X51005301661.png,False,False,False,0,PNG,RGB,1808697,818,1924,,,24,0.42515592515592515,False,,26518.306640625,191.82040405273438,43.992130279541016,0.0,255.0
X51005301666.png,False,False,False,0,PNG,RGB,2248975,835,2333,,,24,0.3579082726103729,False,,26544.0078125,191.4711456298828,43.45426559448242,0.0,255.0
X51005301667.png,False,False,False,0,PNG,RGB,2376672,835,2333,,,24,0.3579082726103729,False,,25181.83203125,186.11492919921875,42.387569427490234,0.0,255.0
X51005303661.png,False,False,False,0,PNG,RGB,1808697,818,1924,,,24,0.42515592515592515,False,,26518.306640625,191.82040405273438,43.992130279541016,0.0,255.0
X51005306399.png,False,True,False,0,PNG,RGB,284251,447,915,199.9996,199.9996,24,0.4885245901639344,False,,15604.93359375,245.5623016357422,28.293594360351562,46.0,255.0
X51005337867.png,False,True,False,0,PNG,RGB,610957,619,2175,,,24,0.2845977011494253,False,,8437.3935546875,243.63172912597656,37.29971694946289,21.0,255.0
X51005361895.png,False,True,False,0,PNG,RGB,897547,953,1629,,,24,0.5850214855739717,False,,32226.4296875,238.64405822753906,49.383445739746094,0.0,255.0
X51005361897.png,False,True,False,0,PNG,RGB,1524270,2481,3508,95.9866,95.9866,24,0.7072405929304447,False,,8652.0595703125,249.68411254882812,28.26369285583496,0.0,255.0
X51005361900.png,False,True,False,0,PNG,RGB,1590817,2481,3508,95.9866,95.9866,24,0.7072405929304447,False,,9220.5810546875,249.7884979248047,28.59965705871582,0.0,255.0
X51005361906.png,False,True,True,"{'filename': 'X51005361906.png', 'size': 3881311, 'regions': [{'shape_attributes': {'name': 'rect', 'x': 1298, 'y': 592, 'width': 13, 'height': 18}, 'region_attributes': {'Modified area': {'CPI': True}, 'Entity type': 'Metadata', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 1288, 'y': 593, 'width': 7, 'height': 18}, 'region_attributes': {'Modified area': {'None': True}, 'Entity type': 'Metadata', 'Original area': 'yes'}}, {'shape_attributes': {'name': 'rect', 'x': 1286, 'y': 591, 'width': 8, 'height': 20}, 'region_attributes': {'Modified area': {'CPI': True}, 'Entity type': 'Metadata', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 1298, 'y': 592, 'width': 14, 'height': 19}, 'region_attributes': {'Modified area': {'CPI': False, 'None': True}, 'Entity type': 'Metadata', 'Original area': 'yes'}}], 'file_attributes': {'Software used': 'gimp'}}",PNG,L,3881311,1654,2339,95.9866,95.9866,8,0.7071398033347585,False,,31609.88671875,248.9976348876953,36.32950973510742,0.0,255.0
X51005361907.png,False,True,False,0,PNG,L,380608,1654,2339,95.9866,95.9866,8,0.7071398033347585,False,,38580.03125,247.83084106445312,39.294677734375,0.0,255.0
X51005361908.png,False,True,False,0,PNG,L,1304485,1654,2339,95.9866,95.9866,8,0.7071398033347585,False,,171489.265625,238.7768096923828,54.11373519897461,0.0,255.0
X51005361912.png,False,True,False,0,PNG,RGB,1242667,933,2445,95.9866,95.9866,24,0.3815950920245399,False,,32661.669921875,236.98876953125,53.007965087890625,0.0,255.0
X51005361923.png,False,False,False,0,PNG,RGB,1276253,2481,3508,,,24,0.7072405929304447,False,,3894.902099609375,251.57725524902344,20.595359802246094,0.0,255.0
X51005361946.png,False,True,True,"{'filename': 'X51005361946.png', 'size': 7760267, 'regions': [{'shape_attributes': {'name': 'rect', 'x': 1149, 'y': 842, 'width': 21, 'height': 32}, 'region_attributes': {'Modified area': {'CPI': True}, 'Entity type': 'Product', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 1243, 'y': 841, 'width': 22, 'height': 33}, 'region_attributes': {'Modified area': {'CPI': True}, 'Entity type': 'Product', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 1278, 'y': 953, 'width': 16, 'height': 33}, 'region_attributes': {'Modified area': {'CPI': True}, 'Entity type': 'Total/payment', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 1094, 'y': 1095, 'width': 83, 'height': 30}, 'region_attributes': {'Modified area': {'CPI': True}, 'Entity type': 'Total/payment', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 1279, 'y': 1093, 'width': 32, 'height': 32}, 'region_attributes': {'Modified area': {'CPI': True}, 'Entity type': 'Total/payment', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 1275, 'y': 1011, 'width': 16, 'height': 30}, 'region_attributes': {'Modified area': {'CUT': True}, 'Entity type': 'Total/payment', 'Original area': 'no'}}], 'file_attributes': {'Software used': 'gimp'}}",PNG,LA,7760267,1654,2339,72.009,72.009,16,0.7071398033347585,True,1.0,79589.8046875,246.2345733642578,41.00172805786133,0.0,255.0
X51005361950.png,False,True,False,0,PNG,RGB,1147462,949,1349,,,24,0.7034840622683469,False,,9626.8310546875,239.205810546875,32.613155364990234,34.0,255.0
X51005365179.png,True,False,True,"{'filename': 'X51005365179.png', 'size': 4018435, 'regions': [{'shape_attributes': {'name': 'rect', 'x': 115, 'y': 1149, 'width': 14, 'height': 20}, 'region_attributes': {'Modified area': {'None': True}, 'Entity type': 'Total/payment', 'Original area': 'yes'}}, {'shape_attributes': {'name': 'rect', 'x': 346, 'y': 469, 'width': 13, 'height': 23}, 'region_attributes': {'Modified area': {'CPI': True}, 'Entity type': 'Metadata', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 345, 'y': 573, 'width': 15, 'height': 22}, 'region_attributes': {'Modified area': {'CPI': True}, 'Entity type': 'Metadata', 'Original area': 'no'}}], 'file_attributes': {'Software used': 'gimp'}}",PNG,RGBA,4018435,748,1338,95.9866,95.9866,32,0.5590433482810164,True,,57464.765625,241.35150146484375,51.40509796142578,0.0,255.0
X51005365187.png,True,False,False,0,PNG,RGB,960196,743,1727,,,24,0.43022582513028373,False,,62914.59375,241.09446716308594,50.4398193359375,0.0,255.0
X51005433492.png,False,True,False,0,PNG,L,73369,1080,1527,,,8,0.7072691552062869,False,,22835.580078125,252.936279296875,20.74673080444336,0.0,255.0
X51005433494.png,False,True,False,0,PNG,L,106681,1080,1527,,,8,0.7072691552062869,False,,38346.51953125,251.73329162597656,25.625246047973633,0.0,255.0
X51005433518.png,False,True,False,0,PNG,L,69241,1080,1527,,,8,0.7072691552062869,False,,23415.869140625,252.89292907714844,21.06154441833496,0.0,255.0
X51005433522.png,False,True,True,"{'filename': 'X51005433522.png', 'size': 1655625, 'regions': [{'shape_attributes': {'name': 'rect', 'x': 596, 'y': 671, 'width': 11, 'height': 33}, 'region_attributes': {'Modified area': {'CPI': True}, 'Entity type': 'Total/payment', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 606, 'y': 670, 'width': 4, 'height': 13}, 'region_attributes': {'Modified area': {'None': True}, 'Entity type': 'Total/payment', 'Original area': 'yes'}}, {'shape_attributes': {'name': 'rect', 'x': 606, 'y': 669, 'width': 5, 'height': 33}, 'region_attributes': {'Modified area': {'CPI': True}, 'Entity type': 'Total/payment', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 606, 'y': 691, 'width': 5, 'height': 12}, 'region_attributes': {'Modified area': {'CPI': True}, 'Entity type': 'Total/payment', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 613, 'y': 559, 'width': 5, 'height': 12}, 'region_attributes': {'Modified area': {'CPI': False, 'None': True}, 'Entity type': 'Product', 'Original area': 'yes'}}], 'file_attributes': {'Software used': 'gimp'}}",PNG,L,1655625,1080,1527,72.009,72.009,8,0.7072691552062869,False,,23638.7890625,252.78594970703125,21.32209587097168,0.0,255.0
X51005433541.png,False,True,False,0,PNG,L,70536,1080,1527,,,8,0.7072691552062869,False,,21952.08984375,252.98521423339844,20.473237991333008,0.0,255.0
X51005433548.png,False,True,False,0,PNG,L,103461,1080,1527,95.9866,95.9866,8,0.7072691552062869,False,,32199.951171875,252.05169677734375,24.551427841186523,0.0,255.0
X51005433553.png,False,True,True,"{'filename': 'X51005433553.png', 'size': 207529, 'regions': [{'shape_attributes': {'name': 'rect', 'x': 560, 'y': 639, 'width': 39, 'height': 24}, 'region_attributes': {'Modified area': {'CPI': True}, 'Entity type': 'Product', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 486, 'y': 599, 'width': 33, 'height': 31}, 'region_attributes': {'Modified area': {'None': True}, 'Entity type': 'Product', 'Original area': 'yes'}}], 'file_attributes': {'Software used': 'paint'}}",PNG,RGBA,207529,1080,1527,119.9896,119.9896,32,0.7072691552062869,True,,28414.93359375,252.29348754882812,23.437955856323242,0.0,255.0
X51005441398.png,False,True,False,0,PNG,RGB,475212,591,1711,,,24,0.34541203974284046,False,,3939.5322265625,250.97787475585938,15.082893371582031,46.0,255.0
X51005441402.png,False,True,False,0,PNG,RGB,348152,619,1203,,,24,0.514546965918537,False,,11711.4423828125,247.52662658691406,28.79638671875,34.0,255.0
X51005441408.png,False,True,False,0,PNG,RGB,413371,627,1535,,,24,0.4084690553745928,False,,8435.302734375,249.1029052734375,24.189409255981445,43.0,255.0
X51005442322.png,False,True,False,0,PNG,L,174671,1080,1527,,,8,0.7072691552062869,False,,60687.1953125,249.18728637695312,34.03249740600586,0.0,255.0
X51005442327.png,False,True,True,"{'filename': 'X51005442327.png', 'size': 154340, 'regions': [{'shape_attributes': {'name': 'rect', 'x': 435, 'y': 360, 'width': 8, 'height': 14}, 'region_attributes': {'Modified area': {'CUT': True, 'CPI': True}, 'Entity type': 'Metadata', 'Original area': 'no'}}, {'shape_attributes': {'name': 'rect', 'x': 364, 'y': 397, 'width': 9, 'height': 15}, 'region_attributes': {'Modified area': {'None': True}, 'Entity type': 'Company', 'Original area': 'yes'}}], 'file_attributes': {'Software used': 'paint'}}",PNG,RGBA,154340,1080,1527,143.99259999999998,143.99259999999998,32,0.7072691552062869,True,,24514.357421875,252.77122497558594,21.535797119140625,0.0,255.0
X51005442333.png,False,True,False,0,PNG,L,82163,1080,1528,,,8,0.7068062827225131,False,,21501.033203125,252.55795288085938,21.956026077270508,0.0,255.0
